game_id,round_id,team1_score,team2_score,team1_round_score,team2_round_score,seat_position,is_dealer,partner_is_dealer,trump_suit,trump_maker,suit_lead,card_to_evaluate,win_probability,card_to_play_encoded,is_trump_card,hand_card_0,hand_card_1,hand_card_2,hand_card_3,hand_card_4,known_card_0,known_card_1,known_card_2,known_card_3,known_card_4,known_card_5,known_card_6,known_card_7,known_card_8,known_card_9,known_card_10,known_card_11,known_card_12,known_card_13,known_card_14,known_card_15,known_card_16,known_card_17
0,1,9,8,0,0,3,1,1,2,1,3,14,0.28,0,0,94,9,10,12,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,2,0,0,0,1,3,1,1,2,1,3,94,0.16,0,0,94,10,12,14,-1,33,101,61,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,2,0,0,0,1,3,1,1,2,1,3,10,0.28,0,0,94,10,12,14,-1,33,101,61,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,2,0,0,0,1,3,1,1,2,1,3,12,0.08,1,1,94,10,12,14,-1,33,101,61,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,2,0,0,0,1,3,1,1,2,1,3,14,0.2,0,0,94,10,12,14,-1,33,101,61,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,3,0,0,1,1,0,1,1,2,1,4,94,0.0,0,0,94,10,14,-1,-1,33,101,61,77,41,121,51,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,3,0,0,1,1,0,1,1,2,1,4,10,0.08,1,0,94,10,14,-1,-1,33,101,61,77,41,121,51,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,3,0,0,1,1,0,1,1,2,1,4,14,0.12,0,0,94,10,14,-1,-1,33,101,61,77,41,121,51,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,4,0,0,1,2,1,1,1,2,1,1,94,0.0,0,0,94,14,-1,-1,-1,33,101,61,77,41,121,51,80,78,22,119,52,-1,-1,-1,-1,-1,-1
0,4,0,0,1,2,1,1,1,2,1,1,14,0.0,1,0,94,14,-1,-1,-1,33,101,61,77,41,121,51,80,78,22,119,52,-1,-1,-1,-1,-1,-1
0,5,0,0,2,2,2,1,1,2,1,2,94,0.0,1,0,94,-1,-1,-1,-1,33,101,61,77,41,121,51,80,78,22,119,52,59,82,38,112,-1,-1
